livro;referencia;tema;categoria;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;correta;comentario
Zacarias;Zc 7:9;Justiça;Vida Cristã;Difícil;Quais atitudes Deus ordenou praticar?;Somente ofertas;Justiça, misericórdia e compaixão;Jejum e silêncio;Sacrifícios diários;B;A verdadeira religião produz justiça e misericórdia.
Malaquias;Ml 1:6;Adoração;Sacerdócio;Difícil;Segundo Malaquias, o que os sacerdotes desprezavam?;O templo;O nome do Senhor;A Lei;Os profetas;B;Os sacerdotes tratavam o culto com desrespeito.
Malaquias;Ml 3:16;Fidelidade;Livro da Memória;Difícil;O que foi escrito diante de Deus para os que o temiam?;Um novo pacto;Um livro de memória;Uma nova lei;Um decreto;B;Deus registra aqueles que permanecem fiéis.
Mateus;Mt 8:26;Milagres;Tempestade;Média;O que Jesus fez após repreender os ventos e o mar?;Chamou Pedro;Fez-se grande bonança;Voltou a dormir;Desceu do barco;B;A criação obedeceu imediatamente à voz de Cristo.
Mateus;Mt 13:44;Parábolas;Reino dos Céus;Média;Na parábola, o Reino dos Céus é comparado a quê?;Uma pérola;Um tesouro escondido no campo;Uma rede;Um banquete;B;O Reino vale mais do que qualquer bem terreno.
Mateus;Mt 26:41;Oração;Vigilância;Fácil;Por que Jesus mandou os discípulos vigiar e orar?;Para não dormirem;Para não entrarem em tentação;Para aprenderem a Lei;Para enfrentar os soldados;B;A vigilância fortalece o cristão contra o pecado.
Marcos;Mc 2:27;Ensinamentos de Jesus;Sábado;Média;Segundo Jesus, para quem o sábado foi feito?;Para os sacerdotes;Para o homem;Para Israel apenas;Para os reis;B;Jesus mostrou o verdadeiro propósito do sábado.
Marcos;Mc 10:27;Poder de Deus;Salvação;Fácil;O que é impossível para os homens, mas possível para Deus?;Construir um templo;Todas as coisas;Vencer guerras;Fazer milagres;B;Nada é impossível para Deus.
Lucas;Lc 5:5;Fé;Pedro;Média;Mesmo após uma noite sem pescar, por que Pedro lançou novamente as redes?;Porque precisava de dinheiro;Porque Jesus mandou;Porque viu outros pescadores;Porque amanheceu;B;A obediência produziu um grande milagre.
Lucas;Lc 10:41-42;Prioridades;Marta e Maria;Média;Qual atitude de Maria Jesus disse ser a melhor escolha?;Servir à mesa;Ouvir sua Palavra;Preparar a refeição;Receber os convidados;B;Maria priorizou estar aos pés de Jesus.
João;Jo 8:31-32;Palavra de Deus;Liberdade;Média;Quem conhece a verdade que liberta?;Quem frequenta o templo;Quem permanece na Palavra de Jesus;Quem guarda a Lei;Quem faz boas obras;B;A liberdade espiritual nasce da permanência na verdade.
João;Jo 15:13;Amor;Sacrifício;Fácil;Qual é a maior demonstração de amor, segundo Jesus?;Perdoar sempre;Dar a vida pelos amigos;Fazer doações;Ensinar a Palavra;B;Cristo apontou para o seu próprio sacrifício.
Atos;At 5:29;Obediência;Apóstolos;Média;O que Pedro declarou diante do Sinédrio?;Seguiremos a tradição;Importa obedecer a Deus antes que aos homens;Esperaremos uma resposta;Voltaremos depois;B;A autoridade de Deus está acima da autoridade humana.
Atos;At 13:2;Missões;Chamado;Difícil;Enquanto a igreja de Antioquia jejuava e orava, quem o Espírito Santo separou para a obra missionária?;Pedro e João;Barnabé e Saulo;Silas e Timóteo;Paulo e Lucas;B;A primeira grande viagem missionária começou em Antioquia.
Romanos;Rm 8:28;Providência;Confiança;Fácil;Para quem todas as coisas cooperam para o bem?;Para toda a humanidade;Para os que amam a Deus;Para os governantes;Para os ricos;B;Deus conduz todas as circunstâncias para cumprir seu propósito.
1 Coríntios;1Co 2:9;Promessas;Esperança;Média;Quem preparou as coisas que olho nenhum viu?;Os profetas;Deus, para os que o amam;Os anjos;A Igreja;B;As promessas de Deus superam nossa imaginação.
2 Coríntios;2Co 9:8;Graça;Provisão;Difícil;Por que Deus faz abundar toda graça sobre seus filhos?;Para enriquecer todos;Para que tenham suficiência e abundem em boas obras;Para evitar dificuldades;Para conquistar fama;B;A provisão de Deus tem propósito: servir e fazer o bem.
Gálatas;Gl 3:26;Identidade;Filhos de Deus;Média;Como nos tornamos filhos de Deus?;Pelas obras;Mediante a fé em Cristo Jesus;Pela circuncisão;Pela descendência de Abraão;B;A filiação espiritual acontece pela fé em Cristo.
Efésios;Ef 3:20;Poder de Deus;Oração;Média;Deus é poderoso para fazer quanto além do que pedimos ou pensamos?;Um pouco mais;Infinitamente mais;O dobro;Sete vezes mais;B;O poder de Deus excede toda expectativa humana.
Filipenses;Fp 1:21;Vida Cristã;Paulo;Difícil;Como Paulo resume sua vida em Filipenses 1:21?;Servir é viver;Viver é Cristo e morrer é lucro;A fé é suficiente;Cristo é tudo;B;Paulo expressa sua total dedicação ao Senhor.
Colossenses;Cl 2:6-7;Vida Cristã;Firmes em Cristo;Difícil;Depois de receber Cristo, como Paulo orienta os cristãos a viver?;Buscando novos mestres;Enraizados e edificados nele;Seguindo tradições;Vivendo isolados;B;A maturidade espiritual cresce firmada em Cristo.
1 Tessalonicenses;1Ts 2:13;Palavra de Deus;Ensino;Difícil;Como os tessalonicenses receberam a mensagem pregada por Paulo?;Como palavra humana;Como Palavra de Deus;Como filosofia;Como tradição judaica;B;Eles reconheceram a origem divina da mensagem anunciada.
1 Tessalonicenses;1Ts 5:22;Santidade;Vida Cristã;Média;Do que Paulo manda o cristão afastar-se?;Dos incrédulos;De toda forma de mal;Dos governantes;Das riquezas;B;A santidade envolve rejeitar toda aparência do mal.
2 Tessalonicenses;2Ts 3:10;Trabalho;Responsabilidade;Média;Qual regra Paulo estabeleceu para quem não queria trabalhar?;Receber ajuda da igreja;Também não coma;Fazer apenas trabalhos leves;Jejuar;B;O trabalho digno faz parte da vida cristã.
1 Timóteo;1Tm 5:8;Família;Responsabilidade;Difícil;Quem não cuida dos seus é comparado a quê?;Um insensato;Alguém pior que um descrente;Um servo inútil;Um hipócrita;B;Paulo destaca a importância do cuidado com a família.
2 Timóteo;2Tm 1:5;Família;Exemplo;Difícil;Em quais familiares Paulo disse que primeiro habitou a fé de Timóteo?;Seu pai e avô;Sua avó Loide e sua mãe Eunice;Seus irmãos;Seu tio e avó;B;A influência espiritual da família foi marcante na vida de Timóteo.
Tito;Tt 1:2;Promessas;Vida Eterna;Difícil;Quem prometeu a vida eterna antes dos tempos eternos?;Abraão;Deus, que não pode mentir;Moisés;Cristo;B;A promessa da salvação revela a fidelidade absoluta de Deus.
Filemom;Fm 1:10;Relacionamentos;Onésimo;Difícil;Como Paulo chama Onésimo em sua carta a Filemom?;Meu amigo;Meu filho, que gerei na prisão;Meu servo;Meu cooperador;B;Onésimo havia se convertido durante a prisão de Paulo.
Hebreus;Hb 4:12;Palavra de Deus;Poder;Média;A Palavra de Deus é descrita como sendo quê?;Antiga e sábia;Viva e eficaz;Profunda e misteriosa;Poderosa e silenciosa;B;Ela discerne pensamentos e intenções do coração.
Hebreus;Hb 11:27;Fé;Moisés;Difícil;Como Moisés perseverou ao deixar o Egito?;Confiando no exército;Como quem vê o Invisível;Esperando ajuda de Faraó;Seguindo Josué;B;A fé permitiu a Moisés enxergar além das circunstâncias.
Tiago;Tg 4:8;Relacionamento com Deus;Santidade;Média;O que acontece quando nos aproximamos de Deus?;Recebemos prosperidade;Ele se aproxima de nós;Nunca mais pecamos;Todos os problemas acabam;B;Deus responde àqueles que o buscam sinceramente.
1 Pedro;1Pe 1:24-25;Palavra de Deus;Eternidade;Difícil;O que permanece para sempre, segundo Pedro?;A fama dos justos;A Palavra do Senhor;O templo;As montanhas;B;As coisas humanas passam, mas a Palavra permanece.
2 Pedro;2Pe 3:8;Tempo de Deus;Paciência;Difícil;Para o Senhor, mil anos são como quê?;Um século;Um dia;Uma geração;Uma hora;B;Pedro mostra que Deus não está limitado pelo tempo humano.
1 João;1Jo 2:17;Vida Cristã;Eternidade;Média;Quem permanece para sempre?;Quem acumula riquezas;Quem faz a vontade de Deus;Quem conhece a Lei;Quem pertence a Israel;B;A obediência produz frutos eternos.
2 João;2Jo 1:8;Perseverança;Recompensa;Difícil;O que João diz para não perdermos?;Nossa família;Aquilo que temos realizado;Nossa saúde;Nossa influência;B;A perseverança preserva a recompensa prometida.
3 João;3Jo 1:4;Família;Alegria;Média;Qual era a maior alegria de João?;Ver igrejas cheias;Saber que seus filhos andavam na verdade;Receber visitas;Escrever cartas;B;A fidelidade dos discípulos alegrava profundamente o apóstolo.
Judas;Jd 1:20;Vida Cristã;Edificação;Difícil;Sobre o que Judas orienta os cristãos a edificarem sua vida?;Boas obras;A santíssima fé;Conhecimento;Tradições;B;A fé é o fundamento da vida cristã.
Apocalipse;Ap 2:10;Perseverança;Esmirna;Média;Até quando Jesus manda a igreja de Esmirna ser fiel?;Até o fim da perseguição;Até a morte;Até sua volta;Até vencer os inimigos;B;A fidelidade seria recompensada com a coroa da vida.
Apocalipse;Ap 3:20;Comunhão;Jesus;Fácil;O que Jesus diz que está fazendo à porta?;Chamando os anjos;Batendo;Esperando Pedro;Ensinando;B;Cristo convida cada pessoa a abrir-lhe o coração.
Apocalipse;Ap 4:11;Adoração;Deus Criador;Média;Por que Deus é digno de receber glória, honra e poder?;Porque venceu Satanás;Porque criou todas as coisas;Porque deu a Lei;Porque julgou as nações;B;Toda a criação existe pela vontade de Deus.
Apocalipse;Ap 22:17;Convite;Salvação;Média;Quem pode receber gratuitamente a água da vida?;Somente os judeus;Todo aquele que quiser;Somente os discípulos;Os sacerdotes;B;O convite da salvação permanece aberto a todos.
Gênesis;Gn 35:10;Personagens;Jacó;Média;Qual novo nome Deus confirmou a Jacó em Betel?;Judá;Israel;Efraim;Benjamim;B;O novo nome representava a aliança renovada com Deus.
Gênesis;Gn 41:51;Personagens;José;Difícil;Qual foi o nome do primogênito de José?;Efraim;Manassés;Benjamim;Maquir;B;José declarou que Deus o fez esquecer seu sofrimento.
Êxodo;Êx 28:36;Sacerdócio;Vestuário;Difícil;Qual inscrição havia na lâmina de ouro do turbante do sumo sacerdote?;Deus é Fiel;Santidade ao Senhor;Rei de Israel;Glória ao Altíssimo;B;A inscrição lembrava a santidade exigida diante de Deus.
Levítico;Lv 16:21;Dia da Expiação;Rituais;Difícil;Sobre qual animal o sumo sacerdote confessava os pecados do povo?;Cordeiro;Bode emissário;Novilho;Pomba;B;O bode era enviado ao deserto simbolizando a remoção dos pecados.
Números;Nm 13:33;Espias;Terra Prometida;Média;Como os espias incrédulos disseram que pareciam diante dos gigantes?;Como crianças;Como gafanhotos;Como cordeiros;Como servos;B;A incredulidade distorceu sua percepção da realidade.
Deuteronômio;Dt 8:3;Provisão;Palavra de Deus;Média;Segundo Moisés, de que vive o homem?;Do seu trabalho;De toda palavra que procede da boca do Senhor;Da sabedoria;Do pão apenas;B;Jesus citou este texto durante a tentação no deserto.
Josué;Js 7:21;Pecado;Acã;Difícil;O que Acã confessou ter escondido entre seus bens?;Uma espada;Uma capa babilônica, prata e ouro;Joias egípcias;Ídolos cananeus;B;Sua desobediência trouxe consequências para toda a nação.
Juízes;Jz 11:1;Personagens;Jefté;Difícil;Qual era a profissão do pai de Jefté?;Sacerdote;Gileadita guerreiro;Ferreiro;Pastor;B;Jefté era filho de Gileade e de uma prostituta.
Rute;Rt 2:3;Providência;Rute;Média;Em qual campo Rute foi recolher espigas?;No de Elimeleque;No de Boaz;No de Noemi;No do sacerdote;B;A providência de Deus conduziu Rute até Boaz.
1 Samuel;1Sm 16:7;Deus;Coração;Fácil;O que Deus observa no ser humano?;A aparência;O coração;A inteligência;A força;B;Deus julga de forma diferente das pessoas.
2 Samuel;2Sm 12:7;Profetas;Natã;Média;"Quem disse a Davi: ""Tu és esse homem""?";Samuel;Natã;Gade;Abiatar;B;Natã confrontou Davi após seu pecado com Bate-Seba.
1 Reis;1Rs 17:6;Milagres;Elias;Média;Quem levava alimento a Elias junto ao ribeiro de Querite?;Anjos;Corvos;Pastores;Sacerdotes;B;Deus sustentou milagrosamente seu profeta.
2 Reis;2Rs 4:10;Hospitalidade;Sunamita;Difícil;O que a mulher sunamita preparou para Eliseu?;Uma tenda;Um pequeno quarto mobiliado;Uma carruagem;Um altar;B;Ela demonstrou generosidade e respeito pelo profeta.
1 Crônicas;1Cr 29:11;Louvor;Davi;Média;Segundo Davi, a quem pertencem o reino e o poder?;A Israel;Ao Senhor;Ao rei;Ao templo;B;Tudo pertence ao Senhor e dele procede.
2 Crônicas;2Cr 15:7;Coragem;Azarias;Difícil;Qual incentivo o profeta Azarias deu ao rei Asa?;Não recuem;Sejam fortes, pois o trabalho será recompensado;Esperem um sinal;Formem um exército;B;A fidelidade ao Senhor traria recompensa.
Esdras;Ed 1:2;História Bíblica;Ciro;Difícil;Qual rei declarou que Deus lhe ordenou reconstruir o templo em Jerusalém?;Dario;Ciro;Artaxerxes;Xerxes;B;O decreto de Ciro cumpriu a profecia de Jeremias.
Neemias;Ne 6:3;Liderança;Neemias;Média;O que Neemias respondeu aos que queriam interromper a reconstrução?;Vou encontrá-los;Estou fazendo uma grande obra e não posso parar;Esperem alguns dias;Consultarei o rei;B;Neemias permaneceu focado na missão recebida.
Ester;Et 7:10;Justiça;Hamã;Média;Onde Hamã foi executado?;Na praça;Na forca que havia preparado para Mordecai;No palácio;Na muralha;B;O mal planejado contra Mordecai voltou-se contra Hamã.
Jó;Jó 1:21;Adoração;Sofrimento;Média;Qual foi a reação de Jó após perder seus bens e filhos?;Acusou Deus;Adorou ao Senhor;Abandonou sua fé;Fugiu;B;Mesmo em profunda dor, Jó permaneceu reverente diante de Deus.
Salmos;Sl 133:1;Comunhão;Unidade;Fácil;Como o salmista descreve a união entre os irmãos?;Difícil e rara;Boa e agradável;Necessária apenas no culto;Uma obrigação;B;A comunhão é apresentada como uma grande bênção.
Provérbios;Pv 24:16;Perseverança;Justiça;Média;Quantas vezes o justo pode cair e ainda se levantar, segundo Provérbios?;Três;Sete;Dez;Doze;B;A perseverança é característica de quem confia em Deus.
Provérbios;Pv 27:17;Relacionamentos;Amizade;Fácil;O ferro afia o ferro, assim como o homem afia o quê?;Sua espada;O rosto do seu amigo;Seu caráter;Sua inteligência;B;Boas amizades contribuem para o crescimento mútuo.
Eclesiastes;Ec 9:10;Trabalho;Dedicação;Média;Como devemos fazer tudo o que vier às nossas mãos?;Rapidamente;Com todas as nossas forças;Somente quando gostamos;Sem planejamento;B;Devemos servir com dedicação enquanto temos oportunidade.
Cantares;Ct 2:4;Amor;Relacionamentos;Difícil;Qual era a bandeira do amado sobre a amada?;Vitória;Amor;Paz;Esperança;B;O amor é apresentado como símbolo de proteção e pertencimento.
Isaías;Is 6:8;Chamado;Missões;Fácil;Como Isaías respondeu ao chamado de Deus?;Escolhe outro;Eis-me aqui, envia-me;Não estou preparado;Falarei depois;B;Isaías respondeu prontamente ao chamado do Senhor.
Isaías;Is 40:8;Palavra de Deus;Eternidade;Média;O que permanece para sempre?;Os montes;A Palavra do nosso Deus;O templo;A nação de Israel;B;Tudo passa, mas a Palavra de Deus permanece.
Jeremias;Jr 20:11;Confiança;Proteção;Difícil;A quem Jeremias comparou o Senhor em sua oração?;Um pastor;Um poderoso guerreiro;Um juiz;Uma fortaleza;B;Mesmo perseguido, Jeremias confiava na proteção de Deus.
Jeremias;Jr 36:23;História Bíblica;Jeoaquim;Difícil;O que o rei Jeoaquim fez com o rolo das profecias de Jeremias?;Guardou-o no templo;Cortou-o e lançou-o ao fogo;Entregou ao sacerdote;Escondeu-o;B;O rei rejeitou deliberadamente a Palavra de Deus.
Ezequiel;Ez 37:10;Milagres;Vale de Ossos Secos;Média;O que aconteceu quando Ezequiel profetizou ao espírito?;Os ossos desapareceram;Os mortos reviveram;Veio fogo do céu;A terra tremeu;B;A visão simbolizava a restauração de Israel.
Daniel;Dn 1:20;Sabedoria;Daniel;Média;Quantas vezes Daniel e seus amigos foram considerados mais sábios que os demais?;Cinco vezes;Dez vezes;Sete vezes;Doze vezes;B;Deus lhes concedeu sabedoria extraordinária.
Oséias;Os 13:4;Deus;Salvação;Difícil;Além do Senhor, quantos salvadores existem?;Poucos;Nenhum;Dois;Muitos;B;A salvação pertence exclusivamente ao Senhor.
Joel;Jl 2:25;Restauração;Promessas;Média;O que Deus prometeu restaurar ao seu povo?;As cidades;Os anos consumidos pelos gafanhotos;Os exércitos;Os reinos;B;O Senhor prometeu restaurar aquilo que havia sido perdido.
Amós;Am 4:13;Deus;Criação;Difícil;O que Amós afirma que Deus anuncia ao homem?;O futuro;Os seus pensamentos;Os seus pecados;A sua justiça;B;O profeta destaca a soberania e o conhecimento de Deus.
Obadias;Ob 1:21;Profecias;Reino de Deus;Difícil;Segundo Obadias, a quem pertencerá o reino?;A Israel;Ao Senhor;Ao Messias;À Jerusalém;B;O livro termina proclamando o domínio eterno de Deus.
Jonas;Jn 3:5;Arrependimento;Nínive;Média;Como os habitantes de Nínive demonstraram arrependimento?;Construíram um altar;Jejuaram e vestiram pano de saco;Ofereceram ouro;Fizeram peregrinação;B;O arrependimento alcançou toda a cidade.
Miquéias;Mq 4:2;Profecias;Sião;Difícil;O que sairia de Sião, segundo Miquéias?;Um exército;A Lei do Senhor;Um novo rei;Os sacerdotes;B;A Palavra de Deus alcançaria todas as nações.
Naum;Na 1:15;Boas-Novas;Esperança;Difícil;O que Naum anuncia sobre os montes?;A chegada de um rei;Boas-novas de paz;Uma grande batalha;O retorno do exílio;B;O profeta celebra o livramento do povo de Deus.
Habacuque;Hc 2:20;Adoração;Reverência;Média;Como toda a terra deve permanecer diante do Senhor?;Cantando;Em silêncio;Em festa;Em oração;B;A santidade de Deus inspira reverência.
Sofonias;Sf 3:13;Santidade;Remanescente;Difícil;Como viverá o remanescente de Israel?;Com violência;Sem mentira nem engano;Em guerras;Em riqueza;B;O povo restaurado refletirá o caráter de Deus.
Ageu;Ag 2:19;Bênçãos;Obediência;Difícil;A partir de qual momento Deus prometeu abençoar o povo?;Da colheita;Daquele dia em diante;Do próximo ano;Após a festa;B;A obediência marcou o início de uma nova fase de bênçãos.
Zacarias;Zc 3:4;Graça;Josué Sumo Sacerdote;Difícil;O que foi retirado de Josué, o sumo sacerdote, em sua visão?;Sua coroa;Suas vestes sujas;Seu turbante;Seu cajado;B;As vestes simbolizavam a remoção da culpa pelo perdão de Deus.
Zacarias;Zc 8:23;Profecias;Nações;Difícil;Quantos homens de diferentes línguas segurariam a roupa de um judeu?;Sete;Dez;Doze;Setenta;B;A profecia aponta para o reconhecimento da presença de Deus com seu povo.
Malaquias;Ml 2:10;Relacionamentos;Aliança;Difícil;Qual pergunta Malaquias faz antes de condenar a infidelidade entre os irmãos?;Não somos todos sacerdotes?;Não temos todos um mesmo Pai?;Não pertencemos todos a Israel?;Não seguimos todos a Lei?;B;O profeta lembra que Deus é o Pai de todo o povo da aliança.
Mateus;Mt 7:13;Ensinamentos de Jesus;Salvação;Média;Por qual porta Jesus mandou entrar?;Pela porta larga;Pela porta estreita;Pela porta do templo;Pela porta oriental;B;A vida eterna exige uma decisão consciente e um caminho estreito.
Mateus;Mt 9:9;Chamado;Discípulos;Média;Qual discípulo Jesus chamou enquanto estava na coletoria de impostos?;Zaqueu;Mateus;Tomé;Bartolomeu;B;Mateus deixou tudo para seguir Jesus.
Mateus;Mt 17:5;Transfiguração;Deus Pai;Difícil;O que a voz do céu declarou durante a transfiguração?;Este é meu profeta;Este é meu Filho amado, a Ele ouvi;Este é o Rei prometido;Sigam Moisés;B;O Pai confirmou a autoridade de Jesus diante dos discípulos.
Marcos;Mc 1:17;Chamado;Discípulos;Fácil;O que Jesus prometeu fazer de Pedro e André?;Sacerdotes;Pescadores de homens;Mestres da Lei;Profetas;B;Jesus transformaria sua missão de vida.
Marcos;Mc 5:19;Testemunho;Libertação;Média;O que Jesus mandou fazer ao homem liberto dos demônios?;Segui-lo;Contar o que Deus havia feito por ele;Voltar ao deserto;Permanecer em silêncio;B;Seu testemunho seria a primeira missão que receberia.
Lucas;Lc 2:52;Jesus;Crescimento;Média;Em quais áreas Jesus crescia durante sua juventude?;Somente em sabedoria;Sabedoria, estatura e graça diante de Deus e dos homens;Somente em estatura;Somente em graça;B;Jesus desenvolveu-se plenamente como homem.
Lucas;Lc 19:10;Missão de Jesus;Salvação;Fácil;Para que o Filho do Homem veio ao mundo?;Julgar imediatamente;Buscar e salvar o perdido;Governar Israel;Curar apenas os enfermos;B;Jesus revelou claramente sua missão.
João;Jo 1:29;Jesus;Cordeiro de Deus;Média;Como João Batista apresentou Jesus ao povo?;Filho de Davi;Cordeiro de Deus que tira o pecado do mundo;Rei de Israel;Messias prometido;B;João apontou Jesus como o sacrifício perfeito.
João;Jo 3:30;Humildade;João Batista;Difícil;O que João Batista declarou sobre si e Jesus?;Seremos iguais;É necessário que Ele cresça e eu diminua;Eu prepararei seu reino;Seguiremos juntos;B;João reconheceu a supremacia de Cristo.
Atos;At 3:6;Milagres;Pedro;Fácil;O que Pedro disse ao paralítico antes de curá-lo?;Levanta-te e anda;Não tenho prata nem ouro, mas o que tenho te dou;Espere um pouco;Tenha paciência;B;O poder de Cristo foi suficiente para transformar aquela vida.
Atos;At 8:36;Batismo;Eunuco Etíope;Média;O que o eunuco perguntou ao ver água durante a viagem?;Quem mora aqui?;O que impede que eu seja batizado?;Onde fica Jerusalém?;Quem escreveu Isaías?;B;Após crer em Jesus, desejou ser batizado imediatamente.
Atos;At 9:15;Chamado;Paulo;Difícil;Como Deus descreveu Paulo para Ananias?;Grande pregador;Um instrumento escolhido;Novo profeta;Príncipe de Israel;B;Paulo foi separado para anunciar o evangelho aos gentios.
Romanos;Rm 5:8;Amor de Deus;Salvação;Fácil;Como Deus demonstrou seu amor por nós?;Enviando profetas;Cristo morreu por nós quando ainda éramos pecadores;Dando prosperidade;Realizando milagres;B;A cruz é a maior prova do amor de Deus.
Romanos;Rm 14:17;Reino de Deus;Vida Cristã;Difícil;O Reino de Deus consiste principalmente em quê?;Comida e bebida;Justiça, paz e alegria no Espírito Santo;Templo e sacrifícios;Riquezas espirituais;B;Paulo ensina que o Reino é uma realidade espiritual.
1 Coríntios;1Co 1:25;Sabedoria de Deus;Contrastes;Difícil;Segundo Paulo, o que é mais forte que os homens?;A Lei;A fraqueza de Deus;Os anjos;A cruz;B;Paulo usa um contraste para mostrar a superioridade absoluta de Deus.
1 Coríntios;1Co 12:12;Igreja;Corpo de Cristo;Média;A Igreja é comparada a quê?;Um templo;Um corpo;Uma videira;Um exército;B;Cada cristão possui uma função importante no Corpo de Cristo.
2 Coríntios;2Co 1:20;Promessas;Cristo;Difícil;"Em quem todas as promessas de Deus encontram o ""sim""?";Abraão;Cristo;A Igreja;Israel;B;Todas as promessas divinas se cumprem plenamente em Jesus.
2 Coríntios;2Co 4:16;Perseverança;Esperança;Difícil;O que acontece com o homem interior, segundo Paulo?;Envelhece como o exterior;Renova-se dia após dia;Permanece igual;Depende das circunstâncias;B;Mesmo com o desgaste físico, Deus fortalece o interior.
Gálatas;Gl 4:4;Jesus;Encarnação;Média;Quando Deus enviou seu Filho ao mundo?;No início da criação;Na plenitude dos tempos;Após a ressurreição;Durante o exílio;B;Cristo veio exatamente no tempo determinado por Deus.
Gálatas;Gl 5:1;Liberdade;Vida Cristã;Média;Para que Cristo nos libertou?;Para vivermos sem regras;Para permanecermos livres;Para governarmos;Para sermos ricos;B;A liberdade cristã não deve ser trocada pela escravidão do pecado.
Efésios;Ef 1:7;Salvação;Redenção;Difícil;Por meio de que recebemos a redenção em Cristo?;Da obediência à Lei;Do seu sangue;Das boas obras;Da circuncisão;B;O sangue de Cristo garantiu nossa redenção e perdão.
Efésios;Ef 2:10;Boas Obras;Vida Cristã;Média;Para que fomos criados em Cristo Jesus?;Para sermos admirados;Para praticar boas obras;Para julgar o mundo;Para prosperar;B;As boas obras são consequência da salvação.
Filipenses;Fp 2:3;Humildade;Relacionamentos;Média;Como devemos considerar os outros?;Como concorrentes;Superiores a nós mesmos;Iguais em tudo;Como dependentes;B;A humildade é essencial para a comunhão cristã.
Filipenses;Fp 3:8;Prioridades;Paulo;Difícil;O que Paulo passou a considerar como perda?;Seus bens;Tudo, por causa de Cristo;Sua cidadania;Seu ministério;B;Conhecer Cristo tornou-se seu maior valor.
Colossenses;Cl 1:16;Criação;Jesus;Difícil;Por meio de quem todas as coisas foram criadas?;Dos anjos;De Cristo;De Moisés;Do Espírito Santo apenas;B;Cristo participou ativamente da criação de todas as coisas.
Colossenses;Cl 3:16;Palavra de Deus;Adoração;Média;O que deve habitar ricamente no coração dos cristãos?;A tradição;A Palavra de Cristo;Os salmos apenas;Os dons espirituais;B;A Palavra produz ensino, sabedoria e louvor.
1 Tessalonicenses;1Ts 5:21;Discernimento;Sabedoria;Média;O que Paulo orienta fazer antes de reter o bem?;Orar;Examinar tudo;Consultar os líderes;Esperar um sinal;B;O cristão deve discernir cuidadosamente todas as coisas.
2 Tessalonicenses;2Ts 2:3;Profecias;Fim dos Tempos;Difícil;Qual acontecimento Paulo diz que virá antes do Dia do Senhor?;Uma grande colheita;A apostasia;A reconstrução do templo;A paz mundial;B;Paulo alerta para acontecimentos que antecedem a volta de Cristo.
1 Timóteo;1Tm 6:6;Contentamento;Vida Cristã;Média;O que é grande fonte de lucro, segundo Paulo?;O comércio;A piedade com contentamento;O conhecimento;O trabalho;B;A verdadeira riqueza está em viver satisfeito em Deus.
2 Timóteo;2Tm 3:14;Perseverança;Ensino;Difícil;No que Timóteo deveria permanecer?;Nas tradições judaicas;Naquilo que havia aprendido;Nos costumes gregos;Nos conselhos romanos;B;A permanência na verdade preserva a fé.
Tito;Tt 2:13;Esperança;Volta de Cristo;Média;O que os cristãos aguardam, segundo Tito?;Um novo templo;A bendita esperança;O reino de Israel;Um novo profeta;B;A esperança cristã está na manifestação de Cristo.
Hebreus;Hb 1:3;Jesus;Divindade;Difícil;Como Hebreus descreve Jesus em relação à glória de Deus?;Grande profeta;O resplendor da sua glória;Servo perfeito;Filho de Davi;B;Cristo revela perfeitamente a natureza do Pai.
Hebreus;Hb 12:28;Gratidão;Adoração;Difícil;Como devemos servir a Deus por recebermos um Reino inabalável?;Com medo;Com reverência e santo temor;Somente com ofertas;Apenas com cânticos;B;A adoração verdadeira reconhece a majestade de Deus.
Tiago;Tg 5:11;Perseverança;Jó;Média;Quem Tiago cita como exemplo de perseverança no sofrimento?;José;Jó;Davi;Jeremias;B;Jó permaneceu fiel mesmo em meio às maiores provações.
1 Pedro;1Pe 2:24;Salvação;Cruz;Difícil;Onde Jesus levou nossos pecados?;Ao templo;No madeiro;Ao deserto;Ao sepulcro;B;Cristo carregou nossos pecados na cruz.
2 Pedro;2Pe 1:21;Profecias;Inspiração Bíblica;Média;Como os profetas falaram da parte de Deus?;Por vontade própria;Movidos pelo Espírito Santo;Pela tradição;Por inspiração humana;B;As Escrituras têm origem divina.
1 João;1Jo 1:9;Perdão;Confissão;Fácil;O que Deus faz quando confessamos nossos pecados?;Ignora nossos erros;Perdoa e purifica;Adia o julgamento;Aplica disciplina imediata;B;A fidelidade de Deus garante perdão ao arrependido.
2 João;2Jo 1:9;Doutrina;Perseverança;Difícil;Quem não permanece na doutrina de Cristo não possui quem?;A Igreja;Deus;Os apóstolos;A salvação;B;Permanecer no ensino de Cristo é permanecer em comunhão com Deus.
3 João;3Jo 1:11;Testemunho;Exemplo;Média;Quem pratica o bem demonstra pertencer a quem?;À igreja;A Deus;Aos apóstolos;À tradição;B;A prática revela a realidade da fé.
Judas;Jd 1:3;Fé;Perseverança;Média;Por qual motivo Judas escreveu exortando os cristãos?;Falar sobre profecias;Batalhar pela fé entregue aos santos;Explicar o Apocalipse;Corrigir uma igreja específica;B;A verdade do evangelho deve ser preservada.
